Customer_id,Age,Gender,ProductCategory,PurchaseAmount,PurchaseDate
2015,23,Male,Electronics,34.67,2024-06-03
2016,20,Female,Books,205.41,2024-05-26
2017,57,Male,Apparel,194.67,2024-10-09
2018,69,Female,Home Goods,66.44,2024-05-14
2019,47,Prefer Not to say,Home Goods,173.05,2024-06-09
2020,32,Female,Electronics,330.45,2024-09-05
2021,41,Male,Books,27.98,2024-05-12
2022,40,Prefer Not to say,Apparel,69.12,2024-09-25
2023,35,Prefer Not to say,Home Goods,477.93,2024-07-30
2024,34,Female,Apparel,476.46,2024-02-11
2025,34,Male,Food & Beverage,106.02,2024-01-29
2026,20,Male,Books,79.38,2024-05-17
2027,66,Prefer Not to say,Food & Beverage,389.01,2024-04-15
2028,40,Prefer Not to say,Apparel,120.99,2024-04-11
2029,20,Female,Home Goods,190.34,2024-12-03
2030,43,Female,Home Goods,132.84,2024-06-21
2031,42,Prefer Not to say,Electronics,217.47,2024-10-24
2032,29,Female,Books,158.47,2024-04-10
2033,52,Male,Books,297.36,2024-05-22
2034,65,Male,Home Goods,413.53,2024-06-18
2035,53,Male,Books,42.44,2024-01-09
2036,46,Prefer Not to say,Electronics,479.79,2024-07-21
2037,52,Prefer Not to say,Electronics,412.1,2024-10-03
2038,18,Prefer Not to say,Home Goods,251.39,2024-10-21
2039,42,Prefer Not to say,Electronics,153.39,2024-05-16
2040,56,Male,Home Goods,254.52,2024-01-31
2041,53,Male,Food & Beverage,62.29,2024-01-15
2042,39,Female,Food & Beverage,405.29,2024-03-03
2043,21,Prefer Not to say,Home Goods,236.06,2024-08-10
2044,42,Male,Food & Beverage,75.17,2024-05-21
2045,43,Prefer Not to say,Electronics,326.71,2024-11-20
2046,66,Male,Electronics,384.1,2024-09-10
2047,20,Prefer Not to say,Apparel,124.86,2024-11-11
2048,34,Female,Home Goods,42.9,2024-11-10
2049,55,Female,Books,373.89,2024-02-03
2050,67,Prefer Not to say,Electronics,306.02,2024-10-06
2051,32,Prefer Not to say,Apparel,63.76,2024-06-09
2052,56,Female,Food & Beverage,94.31,2024-07-08
2053,42,Prefer Not to say,Apparel,11.39,2024-09-10
2054,53,Prefer Not to say,Books,156.98,2024-12-11
2055,21,Prefer Not to say,Apparel,418.81,2024-06-05
2056,22,Female,Home Goods,308.35,2024-02-28
2057,53,Prefer Not to say,Food & Beverage,205.23,2024-06-23
2058,51,Prefer Not to say,Electronics,300.12,2024-08-21
2059,68,Male,Home Goods,471.27,2024-09-18
2060,24,Female,Home Goods,118.22,2024-03-21
2061,67,Male,Food & Beverage,482.45,2024-10-20
2062,21,Prefer Not to say,Books,15.54,2024-04-03
2063,28,Prefer Not to say,Electronics,77.21,2024-04-15
2064,61,Female,Electronics,314.26,2024-07-24
2065,19,Male,Home Goods,334.71,2024-05-07
2066,54,Female,Food & Beverage,23.18,2024-02-10
2067,66,Prefer Not to say,Books,235.29,2024-02-29
2068,38,Male,Apparel,414.54,2024-04-27
2069,60,Prefer Not to say,Apparel,21.21,2024-12-21
2070,36,Male,Food & Beverage,258.04,2024-10-08
2071,40,Female,Home Goods,61.17,2024-03-26
2072,28,Prefer Not to say,Food & Beverage,114.09,2024-05-02
2073,47,Prefer Not to say,Apparel,177.05,2024-12-11
2074,41,Female,Apparel,90.88,2024-10-13
2075,31,Male,Electronics,278.14,2024-04-21
2076,52,Female,Books,275.41,2024-11-20
2077,60,Female,Electronics,330.73,2024-02-20
2078,32,Female,Food & Beverage,149.18,2024-10-04
2079,53,Male,Books,267.67,2024-08-27
2080,60,Male,Food & Beverage,448.93,2024-11-16
2081,31,Female,Food & Beverage,354.58,2024-11-15
2082,53,Male,Books,138.95,2024-06-26
2083,28,Female,Electronics,436.54,2024-04-11
2084,62,Male,Food & Beverage,328.11,2024-04-22
2085,61,Prefer Not to say,Apparel,59.8,2024-03-01
2086,35,Female,Books,321.34,2024-12-14
2087,21,Prefer Not to say,Food & Beverage,342.23,2024-03-26
2088,41,Male,Electronics,458.9,2024-03-28
2089,45,Male,Home Goods,149.67,2024-03-28
2090,42,Male,Electronics,228.58,2024-05-19
2091,50,Female,Home Goods,241.85,2024-10-10
2092,48,Male,Apparel,246.22,2024-12-25
2093,65,Male,Electronics,498.96,2024-04-26
2094,69,Prefer Not to say,Food & Beverage,174.02,2024-10-22
2095,21,Male,Apparel,465.97,2024-10-22
2096,62,Male,Electronics,217.36,2024-08-18
2097,30,Male,Electronics,421.96,2024-03-11
2098,40,Prefer Not to say,Food & Beverage,192.31,2024-05-22
2099,67,Female,Apparel,55.24,2024-07-07
2100,65,Male,Food & Beverage,98.07,2024-02-24
2101,60,Prefer Not to say,Food & Beverage,442.85,2024-06-05
2102,29,Male,Electronics,404.81,2024-02-24
2103,36,Male,Apparel,426.38,2024-12-18
2104,35,Male,Apparel,307.8,2024-09-09
2105,25,Prefer Not to say,Apparel,416.31,2024-08-04
2106,48,Prefer Not to say,Home Goods,151.72,2024-12-28
2107,65,Male,Apparel,263.36,2024-01-31
2108,25,Male,Books,101.91,2024-11-06
2109,30,Male,Home Goods,176.8,2024-02-03
2110,66,Male,Electronics,218.63,2024-01-23
2111,35,Prefer Not to say,Home Goods,254.83,2024-02-19
2112,25,Female,Home Goods,405.51,2024-05-27
2113,31,Prefer Not to say,Books,269.84,2024-04-09
2114,49,Female,Food & Beverage,52.55,2024-11-22
2115,51,Male,Home Goods,458.78,2024-11-08
2116,31,Female,Apparel,157.56,2024-02-17
2117,31,Male,Books,202.69,2024-10-28
2118,63,Male,Apparel,249.54,2024-05-31
2119,58,Female,Home Goods,276.72,2024-10-28
2120,41,Prefer Not to say,Apparel,267.65,2024-02-12
2121,51,Prefer Not to say,Food & Beverage,419.2,2024-09-14
2122,51,Female,Apparel,210.77,2024-07-25
2123,67,Prefer Not to say,Electronics,459.53,2024-09-12
2124,22,Female,Home Goods,442.48,2024-08-03
2125,51,Prefer Not to say,Books,244.66,2024-05-11
2126,55,Female,Apparel,305.64,2024-03-21
2127,52,Male,Books,426.07,2024-02-23
2128,24,Female,Food & Beverage,312.3,2024-01-18
2129,31,Prefer Not to say,Apparel,468.22,2024-09-04
2130,61,Male,Apparel,346.58,2024-12-23
2131,35,Female,Books,87.29,2024-06-08
2132,30,Female,Food & Beverage,335.56,2024-05-21
2133,20,Male,Food & Beverage,430.54,2024-04-29
2134,66,Female,Home Goods,356.91,2024-02-25
2135,58,Male,Electronics,28.97,2024-10-26
2136,66,Prefer Not to say,Books,491.18,2024-08-29
2137,42,Prefer Not to say,Electronics,281.84,2024-11-03
2138,48,Male,Electronics,147.17,2024-04-22
2139,58,Male,Books,202.13,2024-11-04
2140,67,Male,Books,421.13,2024-04-11
2141,48,Male,Home Goods,291.11,2024-05-04
2142,30,Male,Food & Beverage,390.1,2024-07-08
2143,68,Female,Food & Beverage,238.77,2024-01-06
2144,31,Female,Apparel,144.18,2024-08-31
2145,44,Female,Books,31.59,2024-06-30
2146,26,Male,Apparel,236.07,2024-06-21
2147,69,Male,Electronics,426.52,2024-01-25
2148,64,Male,Apparel,211.19,2024-03-23
2149,53,Prefer Not to say,Food & Beverage,299.2,2024-06-19
2150,44,Male,Home Goods,331.87,2024-04-12
2151,55,Male,Apparel,85.67,2024-10-30
2152,37,Female,Electronics,342.96,2024-06-20
2153,35,Female,Home Goods,317.1,2024-07-06
2154,58,Female,Food & Beverage,369.79,2024-12-04
2155,58,Prefer Not to say,Home Goods,486.84,2024-11-19
2156,47,Male,Food & Beverage,465.84,2024-08-01
2157,21,Prefer Not to say,Apparel,206.99,2024-03-28
2158,56,Male,Home Goods,383.7,2024-01-31
2159,27,Prefer Not to say,Food & Beverage,341.86,2024-10-03
2160,38,Prefer Not to say,Electronics,447.48,2024-04-09
2161,27,Prefer Not to say,Home Goods,95.85,2024-10-23
2162,57,Female,Books,347.84,2024-08-23
2163,31,Prefer Not to say,Home Goods,164.76,2024-09-28
2164,19,Prefer Not to say,Food & Beverage,445.98,2024-09-12
2165,19,Prefer Not to say,Electronics,13.74,2024-08-10
2166,55,Male,Books,380.06,2024-10-03
2167,66,Male,Home Goods,277.97,2024-02-11
2168,56,Female,Home Goods,167.7,2024-10-13
2169,67,Female,Home Goods,336.29,2024-08-02
2170,21,Prefer Not to say,Books,122.54,2024-10-21
2171,49,Male,Books,385.74,2024-03-27
2172,26,Female,Apparel,392.31,2024-06-29
2173,67,Female,Food & Beverage,273.77,2024-12-24
2174,41,Female,Apparel,141.77,2024-12-05
2175,41,Prefer Not to say,Food & Beverage,282.32,2024-08-22
2176,51,Prefer Not to say,Books,109.22,2024-08-06
2177,31,Female,Food & Beverage,318.86,2024-12-12
2178,28,Female,Electronics,266.62,2024-11-10
2179,51,Male,Apparel,80.08,2024-06-21
2180,28,Male,Books,142.97,2024-03-23
2181,21,Female,Books,483.17,2024-08-10
2182,22,Female,Electronics,367.93,2024-03-07
2183,38,Female,Books,283.37,2024-05-13
2184,59,Male,Apparel,468.69,2024-03-14
2185,32,Male,Food & Beverage,444.74,2024-11-29
2186,57,Male,Home Goods,237.9,2024-03-28
2187,27,Male,Books,243.55,2024-06-06
2188,61,Prefer Not to say,Food & Beverage,496.89,2024-12-16
2189,19,Prefer Not to say,Home Goods,129.56,2024-11-06
2190,19,Prefer Not to say,Electronics,82.74,2024-03-07
2191,23,Prefer Not to say,Food & Beverage,100.99,2024-08-23
2192,24,Male,Apparel,230.4,2024-03-24
2193,28,Male,Electronics,296.94,2024-08-10
2194,46,Female,Home Goods,16.25,2024-09-15
2195,23,Female,Food & Beverage,221.76,2024-07-19
2196,40,Female,Food & Beverage,227.03,2024-03-09
2197,69,Prefer Not to say,Food & Beverage,170.22,2024-06-03
2198,40,Male,Books,461.71,2024-10-26
2199,28,Female,Books,355.14,2024-01-18
2200,19,Male,Books,412.59,2024-06-06
2201,24,Male,Home Goods,119.88,2024-03-30
2202,66,Male,Home Goods,289.45,2024-05-05
2203,41,Prefer Not to say,Home Goods,187.23,2024-03-04
2204,27,Prefer Not to say,Apparel,185.24,2024-01-31
2205,18,Male,Apparel,169.91,2024-07-01
2206,60,Male,Home Goods,337.63,2024-09-08
2207,59,Prefer Not to say,Home Goods,228.68,2024-10-20
2208,30,Female,Electronics,203.31,2024-05-22
2209,65,Male,Books,150.81,2024-11-22
2210,34,Male,Books,463.18,2024-01-20
2211,50,Female,Food & Beverage,79.59,2024-02-01
2212,46,Male,Home Goods,130.2,2024-04-27
2213,18,Female,Food & Beverage,480.13,2024-10-12
2214,29,Prefer Not to say,Home Goods,232.63,2024-09-11
2215,60,Male,Apparel,365.32,2024-09-15
2216,48,Prefer Not to say,Electronics,158.67,2024-09-18
2217,25,Male,Food & Beverage,122.26,2024-11-27
2218,64,Prefer Not to say,Books,207.61,2024-03-03
2219,56,Male,Food & Beverage,243.0,2024-02-28
2220,57,Prefer Not to say,Home Goods,152.01,2024-05-18
2221,41,Female,Apparel,97.18,2024-11-08
2222,42,Prefer Not to say,Food & Beverage,136.7,2024-02-01
2223,48,Female,Apparel,472.07,2024-02-08
2224,29,Female,Electronics,143.94,2024-03-05
2225,45,Prefer Not to say,Food & Beverage,44.03,2024-12-27
2226,68,Prefer Not to say,Home Goods,245.36,2024-04-29
2227,23,Female,Books,270.92,2024-10-28
2228,57,Female,Books,390.63,2024-09-17
2229,24,Female,Food & Beverage,405.31,2024-03-20
2230,50,Male,Apparel,393.83,2024-06-09
2231,42,Female,Food & Beverage,397.66,2024-10-25
2232,61,Female,Electronics,323.16,2024-10-04
2233,49,Male,Electronics,35.79,2024-03-27
2234,22,Female,Books,423.36,2024-08-28
2235,63,Female,Food & Beverage,243.04,2024-06-26
2236,27,Prefer Not to say,Food & Beverage,307.61,2024-01-02
2237,42,Male,Food & Beverage,135.67,2024-06-30
2238,28,Female,Apparel,300.2,2024-09-01
2239,19,Male,Books,180.49,2024-09-23
2240,37,Female,Home Goods,13.58,2024-07-24
2241,43,Male,Apparel,64.29,2024-08-07
2242,28,Male,Books,281.25,2024-05-06
2243,32,Female,Home Goods,385.96,2024-12-08
2244,26,Prefer Not to say,Electronics,147.16,2024-06-11
2245,36,Female,Food & Beverage,481.67,2024-01-03
2246,33,Male,Home Goods,318.02,2024-10-26
2247,68,Male,Apparel,265.12,2024-06-19
2248,55,Female,Home Goods,348.09,2024-04-02
2249,67,Female,Apparel,424.47,2024-12-23
2250,50,Male,Food & Beverage,105.57,2024-04-18
2251,58,Female,Food & Beverage,485.64,2024-02-26
2252,23,Female,Books,465.25,2024-02-17
2253,50,Male,Food & Beverage,34.48,2024-03-13
2254,35,Prefer Not to say,Books,337.78,2024-11-07
2255,63,Prefer Not to say,Home Goods,400.07,2024-01-14
2256,32,Male,Food & Beverage,136.21,2024-09-23
2257,22,Female,Books,312.2,2024-02-27
2258,31,Female,Electronics,39.37,2024-11-13
2259,53,Prefer Not to say,Apparel,244.65,2024-06-20
2260,55,Prefer Not to say,Books,162.02,2024-08-15
2261,27,Male,Home Goods,167.91,2024-07-19
2262,67,Prefer Not to say,Home Goods,467.58,2024-05-23
2263,30,Female,Apparel,335.93,2024-03-11
2264,21,Female,Apparel,428.77,2024-02-27
2265,38,Male,Home Goods,34.81,2024-06-02
2266,44,Male,Food & Beverage,453.84,2024-09-08
2267,32,Male,Electronics,255.16,2024-08-04
2268,51,Prefer Not to say,Books,102.05,2024-06-07
2269,28,Male,Electronics,173.42,2024-08-07
2270,68,Male,Food & Beverage,84.31,2024-08-29
2271,34,Female,Books,50.1,2024-02-07
2272,62,Male,Books,175.36,2024-03-20
2273,38,Prefer Not to say,Food & Beverage,243.32,2024-05-16
2274,49,Male,Electronics,407.49,2024-05-06
2275,50,Male,Electronics,377.69,2024-06-14
2276,25,Prefer Not to say,Apparel,255.09,2024-07-12
2277,64,Female,Food & Beverage,70.25,2024-07-23
2278,65,Prefer Not to say,Home Goods,126.7,2024-05-03
2279,56,Prefer Not to say,Electronics,103.72,2024-12-26
2280,42,Prefer Not to say,Books,142.46,2024-09-27
2281,35,Female,Home Goods,399.95,2024-02-02
2282,23,Male,Home Goods,417.85,2024-07-27
2283,19,Female,Apparel,19.12,2024-08-07
2284,37,Male,Food & Beverage,315.91,2024-06-23
2285,58,Female,Food & Beverage,74.23,2024-08-06
2286,60,Female,Food & Beverage,336.39,2024-02-03
2287,64,Prefer Not to say,Books,331.27,2024-09-12
2288,56,Prefer Not to say,Food & Beverage,431.86,2024-01-07
2289,63,Female,Food & Beverage,336.71,2024-10-04
2290,36,Female,Home Goods,469.96,2024-02-11
2291,67,Prefer Not to say,Electronics,155.5,2024-02-18
2292,67,Female,Books,468.05,2024-12-26
2293,50,Prefer Not to say,Books,161.46,2024-02-27
2294,68,Female,Apparel,356.15,2024-09-22
2295,53,Prefer Not to say,Home Goods,412.96,2024-09-14
2296,61,Female,Electronics,137.23,2024-05-15
2297,28,Female,Electronics,302.98,2024-12-27
2298,46,Female,Books,377.83,2024-06-21
2299,31,Prefer Not to say,Apparel,161.83,2024-10-22
2300,58,Male,Electronics,435.31,2024-01-01
2301,66,Female,Books,251.56,2024-08-03
2302,58,Male,Books,125.59,2024-05-01
2303,63,Female,Food & Beverage,42.34,2024-06-25
2304,44,Prefer Not to say,Electronics,255.68,2024-02-11
2305,27,Female,Books,111.28,2024-07-23
2306,64,Prefer Not to say,Food & Beverage,409.45,2024-12-08
2307,42,Prefer Not to say,Home Goods,101.13,2024-12-22
2308,59,Prefer Not to say,Home Goods,472.24,2024-12-17
2309,39,Male,Electronics,457.67,2024-08-12
2310,63,Prefer Not to say,Home Goods,472.66,2024-03-13
2311,52,Female,Home Goods,197.55,2024-10-03
2312,30,Prefer Not to say,Apparel,217.78,2024-03-18
2313,67,Male,Apparel,220.06,2024-04-07
2314,43,Male,Home Goods,63.24,2024-11-06
2315,31,Female,Electronics,417.01,2024-02-28
2316,64,Prefer Not to say,Books,86.07,2024-12-19
2317,50,Male,Apparel,339.62,2024-05-23
2318,56,Female,Apparel,271.49,2024-04-17
2319,31,Male,Apparel,224.94,2024-04-14
2320,28,Male,Food & Beverage,206.0,2024-05-08
2321,64,Male,Home Goods,74.43,2024-06-16
2322,36,Male,Books,357.92,2024-02-20
2323,24,Male,Books,276.32,2024-10-21
2324,37,Prefer Not to say,Apparel,265.65,2024-02-18
2325,56,Male,Food & Beverage,267.12,2024-03-10
2326,56,Female,Electronics,225.1,2024-06-23
2327,31,Prefer Not to say,Home Goods,382.65,2024-05-02
2328,39,Prefer Not to say,Home Goods,200.33,2024-02-26
2329,55,Female,Apparel,419.9,2024-07-20
2330,28,Female,Electronics,413.27,2024-02-05
2331,49,Male,Home Goods,410.83,2024-07-30
2332,31,Prefer Not to say,Books,17.42,2024-12-11
2333,26,Female,Electronics,116.18,2024-05-04
2334,69,Male,Apparel,182.03,2024-01-15
2335,47,Male,Home Goods,267.05,2024-11-11
2336,46,Prefer Not to say,Food & Beverage,280.48,2024-09-02
2337,26,Prefer Not to say,Books,81.44,2024-10-20
2338,18,Male,Food & Beverage,205.21,2024-08-26
2339,39,Male,Books,404.2,2024-07-22
2340,48,Female,Apparel,20.11,2024-01-21
2341,41,Prefer Not to say,Electronics,410.21,2024-12-11
2342,35,Female,Electronics,119.76,2024-04-02
2343,63,Prefer Not to say,Books,338.35,2024-05-30
2344,21,Female,Food & Beverage,437.0,2024-09-11
2345,27,Male,Electronics,124.77,2024-03-28
2346,54,Male,Apparel,155.92,2024-03-15
2347,63,Prefer Not to say,Food & Beverage,261.63,2024-08-19
2348,36,Prefer Not to say,Books,322.07,2024-07-14
2349,40,Prefer Not to say,Food & Beverage,283.93,2024-04-02
2350,51,Prefer Not to say,Food & Beverage,201.39,2024-10-08
2351,40,Female,Electronics,280.43,2024-02-07
2352,54,Male,Home Goods,138.7,2024-05-10
2353,55,Prefer Not to say,Home Goods,154.73,2024-01-01
2354,49,Female,Books,216.88,2024-07-09
2355,49,Female,Home Goods,359.39,2024-12-03
2356,69,Male,Home Goods,429.68,2024-11-16
2357,43,Female,Books,329.37,2024-05-10
2358,47,Female,Home Goods,441.3,2024-04-05
2359,58,Prefer Not to say,Electronics,458.71,2024-04-25
2360,29,Prefer Not to say,Books,173.61,2024-03-25
2361,22,Female,Electronics,187.75,2024-01-20
2362,65,Male,Home Goods,441.67,2024-05-02
2363,69,Female,Electronics,258.13,2024-02-01
2364,62,Prefer Not to say,Food & Beverage,51.45,2024-03-02
2365,50,Prefer Not to say,Electronics,144.98,2024-01-08
2366,28,Female,Home Goods,220.71,2024-05-30
2367,60,Prefer Not to say,Home Goods,259.83,2024-10-31
2368,29,Female,Electronics,466.1,2024-08-06
2369,21,Female,Food & Beverage,162.77,2024-07-02
2370,33,Prefer Not to say,Food & Beverage,13.15,2024-02-19
2371,23,Male,Home Goods,131.78,2024-08-23
2372,36,Male,Home Goods,96.68,2024-12-28
2373,55,Male,Food & Beverage,483.74,2024-09-21
2374,68,Male,Electronics,381.95,2024-06-14
2375,59,Female,Electronics,249.97,2024-01-17
2376,24,Prefer Not to say,Home Goods,37.27,2024-08-13
2377,65,Male,Food & Beverage,139.35,2024-08-29
2378,65,Male,Apparel,49.49,2024-02-12
2379,57,Female,Home Goods,122.05,2024-09-07
2380,51,Male,Books,193.42,2024-04-09
2381,60,Prefer Not to say,Books,223.07,2024-02-29
2382,68,Prefer Not to say,Apparel,69.23,2024-05-24
2383,33,Female,Home Goods,129.45,2024-12-16
2384,31,Female,Apparel,348.55,2024-12-03
2385,31,Male,Books,352.21,2024-01-10
2386,20,Female,Books,371.56,2024-12-12
2387,55,Prefer Not to say,Apparel,426.31,2024-10-02
2388,45,Male,Books,41.96,2024-02-13
2389,41,Male,Food & Beverage,350.11,2024-01-20
2390,21,Male,Apparel,156.1,2024-08-03
2391,60,Male,Electronics,405.1,2024-12-08
2392,66,Male,Apparel,483.33,2024-09-05
2393,33,Female,Electronics,68.24,2024-08-05
2394,55,Male,Electronics,435.08,2024-06-07
2395,52,Female,Apparel,465.46,2024-02-01
2396,33,Prefer Not to say,Books,302.34,2024-04-02
2397,33,Prefer Not to say,Home Goods,423.92,2024-05-10
2398,51,Female,Home Goods,334.93,2024-04-28
2399,50,Male,Apparel,105.86,2024-05-11
2400,51,Female,Books,405.02,2024-06-11
2401,20,Male,Apparel,345.79,2024-11-06
2402,20,Female,Home Goods,228.86,2024-05-24
2403,41,Female,Food & Beverage,158.27,2024-11-09
2404,29,Prefer Not to say,Home Goods,183.65,2024-05-08
2405,24,Female,Home Goods,64.15,2024-12-29
2406,28,Prefer Not to say,Apparel,431.43,2024-10-30
2407,39,Female,Electronics,157.49,2024-06-19
2408,46,Female,Electronics,68.88,2024-05-31
2409,62,Male,Books,26.78,2024-03-11
2410,28,Prefer Not to say,Food & Beverage,445.86,2024-09-28
2411,24,Female,Home Goods,172.65,2024-08-08
2412,58,Prefer Not to say,Apparel,481.24,2024-05-22
2413,24,Prefer Not to say,Home Goods,350.03,2024-07-02
2414,36,Female,Home Goods,493.33,2024-05-02
2415,33,Male,Apparel,203.89,2024-12-10
2416,48,Prefer Not to say,Apparel,47.93,2024-10-17
2417,47,Male,Home Goods,247.24,2024-04-17
2418,56,Prefer Not to say,Books,91.07,2024-10-02
2419,18,Prefer Not to say,Food & Beverage,383.95,2024-05-10
2420,43,Male,Electronics,472.33,2024-02-25
2421,43,Male,Apparel,112.04,2024-05-11
2422,56,Prefer Not to say,Food & Beverage,382.06,2024-05-24
2423,43,Prefer Not to say,Apparel,198.47,2024-01-29
2424,40,Female,Electronics,337.91,2024-10-16
2425,30,Female,Food & Beverage,281.39,2024-11-20
2426,58,Male,Apparel,469.8,2024-04-02
2427,40,Prefer Not to say,Books,411.45,2024-01-06
2428,67,Prefer Not to say,Food & Beverage,218.38,2024-11-15
2429,56,Male,Home Goods,155.13,2024-12-09
2430,58,Female,Books,409.55,2024-06-10
2431,55,Male,Apparel,305.07,2024-01-04
2432,54,Male,Books,66.85,2024-01-26
2433,51,Female,Books,422.47,2024-05-14
2434,69,Female,Food & Beverage,94.97,2024-04-09
2435,38,Male,Electronics,35.02,2024-09-27
2436,55,Female,Books,277.27,2024-06-24
2437,25,Female,Electronics,27.19,2024-06-26
2438,66,Male,Electronics,329.22,2024-01-31
2439,37,Female,Food & Beverage,27.42,2024-03-05
2440,69,Female,Home Goods,463.57,2024-11-24
2441,45,Prefer Not to say,Home Goods,462.86,2024-11-25
2442,21,Female,Electronics,465.15,2024-08-27
2443,39,Prefer Not to say,Apparel,70.53,2024-10-04
2444,22,Female,Books,175.32,2024-11-11
2445,54,Male,Apparel,53.29,2024-03-20
2446,19,Male,Electronics,483.0,2024-04-08
2447,41,Male,Food & Beverage,302.7,2024-07-29
2448,52,Female,Books,158.7,2024-04-25
2449,36,Female,Electronics,22.51,2024-06-13
2450,57,Prefer Not to say,Home Goods,221.26,2024-01-02
2451,26,Prefer Not to say,Books,497.08,2024-11-04
2452,28,Prefer Not to say,Home Goods,482.29,2024-01-19
2453,30,Male,Books,320.47,2024-12-24
2454,18,Male,Food & Beverage,89.39,2024-04-28
2455,63,Female,Apparel,37.97,2024-11-19
2456,67,Male,Books,36.17,2024-10-22
2457,69,Female,Food & Beverage,246.94,2024-08-28
2458,69,Male,Home Goods,370.47,2024-05-26
2459,26,Prefer Not to say,Home Goods,443.91,2024-11-17
2460,68,Prefer Not to say,Apparel,310.63,2024-10-21
2461,43,Female,Food & Beverage,28.77,2024-02-01
2462,27,Prefer Not to say,Apparel,209.95,2024-09-08
2463,61,Male,Apparel,157.21,2024-09-21
2464,69,Male,Food & Beverage,151.34,2024-07-20
2465,55,Male,Electronics,241.2,2024-03-11
2466,65,Prefer Not to say,Apparel,483.13,2024-08-28
2467,35,Prefer Not to say,Apparel,200.98,2024-12-29
2468,30,Male,Home Goods,214.48,2024-12-28
2469,61,Female,Electronics,309.75,2024-06-21
2470,32,Female,Home Goods,206.46,2024-06-25
2471,36,Prefer Not to say,Food & Beverage,246.62,2024-06-02
2472,24,Male,Electronics,58.42,2024-02-07
2473,49,Female,Books,284.88,2024-09-22
2474,42,Prefer Not to say,Food & Beverage,382.17,2024-01-13
2475,37,Male,Books,189.76,2024-08-12
2476,24,Female,Food & Beverage,224.96,2024-01-05
2477,55,Female,Apparel,232.41,2024-10-14
2478,41,Prefer Not to say,Apparel,484.09,2024-07-03
2479,19,Male,Apparel,92.64,2024-05-21
2480,64,Male,Electronics,230.05,2024-03-21
2481,31,Prefer Not to say,Food & Beverage,116.18,2024-10-30
2482,62,Male,Home Goods,208.39,2024-10-13
2483,37,Prefer Not to say,Electronics,167.27,2024-08-23
2484,56,Female,Electronics,35.45,2024-09-26
2485,30,Female,Electronics,330.66,2024-04-20
2486,68,Prefer Not to say,Apparel,123.19,2024-09-09
2487,37,Male,Home Goods,406.03,2024-04-02
2488,58,Prefer Not to say,Electronics,219.01,2024-06-12
2489,32,Female,Food & Beverage,224.82,2024-07-24
2490,55,Male,Home Goods,431.89,2024-10-31
2491,56,Male,Electronics,144.01,2024-04-30
2492,21,Prefer Not to say,Apparel,275.43,2024-11-27
2493,35,Prefer Not to say,Food & Beverage,434.05,2024-04-01
2494,48,Prefer Not to say,Electronics,475.89,2024-07-05
2495,52,Prefer Not to say,Food & Beverage,476.16,2024-11-13
2496,66,Prefer Not to say,Books,402.94,2024-09-16
2497,24,Male,Electronics,417.2,2024-05-19
2498,18,Male,Apparel,379.65,2024-04-12
2499,26,Male,Apparel,136.96,2024-04-26
2500,30,Male,Apparel,437.25,2024-08-15
2501,37,Male,Food & Beverage,438.9,2024-07-22
2502,30,Prefer Not to say,Home Goods,491.73,2024-11-12
2503,60,Prefer Not to say,Home Goods,184.32,2024-10-24
2504,52,Prefer Not to say,Books,149.46,2024-09-20
2505,37,Male,Books,188.65,2024-08-26
2506,24,Female,Electronics,465.47,2024-07-10
2507,41,Prefer Not to say,Electronics,41.65,2024-03-14
2508,18,Male,Home Goods,496.29,2024-09-23
2509,31,Prefer Not to say,Food & Beverage,248.79,2024-05-29
2510,27,Female,Books,490.24,2024-01-03
2511,57,Male,Apparel,338.38,2024-03-30
2512,43,Prefer Not to say,Apparel,165.24,2024-12-18
2513,33,Female,Books,204.84,2024-07-22
2514,56,Prefer Not to say,Apparel,442.17,2024-02-17
2515,48,Male,Food & Beverage,437.15,2024-01-22
2516,25,Male,Apparel,499.6,2024-08-25
2517,23,Female,Food & Beverage,26.2,2024-12-13
2518,53,Prefer Not to say,Books,340.2,2024-01-25
2519,24,Prefer Not to say,Food & Beverage,181.5,2024-12-25
2520,31,Female,Food & Beverage,258.86,2024-11-12
2521,59,Prefer Not to say,Books,14.21,2024-08-12
2522,56,Male,Food & Beverage,354.37,2024-10-07
2523,46,Female,Home Goods,59.76,2024-09-18
2524,46,Male,Food & Beverage,21.79,2024-10-02
2525,44,Prefer Not to say,Apparel,402.49,2024-11-06
2526,28,Female,Books,167.83,2024-05-04
2527,40,Male,Apparel,199.72,2024-10-27
2528,21,Female,Home Goods,410.51,2024-12-18
2529,20,Male,Home Goods,252.05,2024-11-24
2530,30,Female,Home Goods,439.82,2024-05-18
2531,32,Prefer Not to say,Electronics,127.6,2024-09-25
2532,23,Female,Food & Beverage,100.53,2024-12-29
2533,27,Male,Electronics,308.08,2024-06-09
2534,62,Male,Apparel,470.94,2024-07-13
2535,28,Male,Apparel,109.69,2024-01-25
2536,39,Male,Electronics,221.93,2024-05-20
2537,58,Prefer Not to say,Apparel,151.0,2024-03-26
2538,48,Prefer Not to say,Home Goods,310.42,2024-11-02
2539,28,Female,Apparel,140.02,2024-12-02
2540,61,Prefer Not to say,Apparel,294.37,2024-08-03
2541,18,Female,Food & Beverage,149.5,2024-03-25
2542,18,Female,Apparel,21.42,2024-04-30
